i,hypo,hyper,closure,hypo_syn,hyper_syn,path_len,path,vec_hypo,vec_hyper,vec_path_mean,vec_hypo_method,vec_hyper_method,vec_hypo_key,vec_hyper_key
322,house,residential building,True,house.n.01,building.n.01,1.0,house.n.01 -> building.n.01,True,True,,synset_name,synset_name,house.n.01,building.n.01
323,timpani,percussion instrument,True,kettle.n.04,percussion_instrument.n.01,1.0,kettle.n.04 -> percussion_instrument.n.01,True,True,,synset_name,synset_name,kettle.n.04,percussion_instrument.n.01
324,circular saw,power tool,True,power_saw.n.01,power_tool.n.01,1.0,power_saw.n.01 -> power_tool.n.01,True,True,,synset_name,synset_name,power_saw.n.01,power_tool.n.01
325,university building,educational building,True,building.n.01,building.n.01,0.0,building.n.01,True,True,,synset_name,synset_name,building.n.01,building.n.01
326,lion,mammal,True,lion.n.01,mammal.n.01,5.0,lion.n.01 -> big_cat.n.01 -> feline.n.01 -> carnivore.n.01 -> placental.n.01 -> mammal.n.01,True,True,,synset_name,synset_name,lion.n.01,mammal.n.01
327,double bass,string instrument,True,bass_fiddle.n.01,bowed_stringed_instrument.n.01,1.0,bass_fiddle.n.01 -> bowed_stringed_instrument.n.01,True,True,,synset_name,synset_name,bass_fiddle.n.01,bowed_stringed_instrument.n.01
328,turkey,meat,True,turkey.n.04,meat.n.01,3.0,turkey.n.04 -> poultry.n.02 -> bird.n.02 -> meat.n.01,True,True,,synset_name,synset_name,turkey.n.04,meat.n.01
329,bass clarinet,woodwind,True,bass_clarinet.n.01,woodwind.n.01,4.0,bass_clarinet.n.01 -> clarinet.n.01 -> single-reed_instrument.n.01 -> beating-reed_instrument.n.01 -> woodwind.n.01,True,True,,synset_name,synset_name,bass_clarinet.n.01,woodwind.n.01
330,tool,physical object,True,tool.n.01,object.n.01,5.0,tool.n.01 -> implement.n.01 -> instrumentality.n.03 -> artifact.n.01 -> whole.n.02 -> object.n.01,True,True,,synset_name,synset_name,tool.n.01,object.n.01
331,ship,watercraft,True,ship.n.01,vessel.n.02,1.0,ship.n.01 -> vessel.n.02,True,True,,synset_name,synset_name,ship.n.01,vessel.n.02
